ReagentID	Gene1	Gene2	Gene1_ensembl	Gene2_ensembl	preferredName_A	preferredName_B	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
ZNF35_ZNF559_1	ZNF35	ZNF559	ENSG00000169981	ENSG00000188321	ZNF35	ZNF559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF35_ZNF559_2	ZNF559	ZNF35	ENSG00000188321	ENSG00000169981	ZNF559	ZNF35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF213_ZSCAN21_1	ZNF213	ZSCAN21	ENSG00000085644	ENSG00000166529	ZNF213	ZSCAN21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF213_ZSCAN21_2	ZSCAN21	ZNF213	ENSG00000166529	ENSG00000085644	ZSCAN21	ZNF213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF23_ZNF606_1	ZNF23	ZNF606	ENSG00000167377	ENSG00000166704	ZNF23	ZNF606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF23_ZNF606_2	ZNF606	ZNF23	ENSG00000166704	ENSG00000167377	ZNF606	ZNF23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF37A_ZNF623_1	ZNF37A	ZNF623	ENSG00000075407	ENSG00000183309	ZNF37A	ZNF623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF37A_ZNF623_2	ZNF623	ZNF37A	ENSG00000183309	ENSG00000075407	ZNF623	ZNF37A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF268_ZNF45_1	ZNF268	ZNF45	ENSG00000090612	ENSG00000124459	ZNF268	ZNF45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF268_ZNF45_2	ZNF45	ZNF268	ENSG00000124459	ENSG00000090612	ZNF45	ZNF268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF226_ZNF322_1	ZNF226	ZNF322	ENSG00000167380	ENSG00000188801	ZNF226	ZNF322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF226_ZNF322_2	ZNF322	ZNF226	ENSG00000188801	ENSG00000167380	ZNF322	ZNF226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSK_SYK_1	CSK	SYK	ENSG00000103653	ENSG00000165025	CSK	SYK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSK_SYK_2	SYK	CSK	ENSG00000165025	ENSG00000103653	SYK	CSK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF594_ZNF845_1	ZNF594	ZNF845	ENSG00000180626	ENSG00000213799	ZNF594	ZNF845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF594_ZNF845_2	ZNF845	ZNF594	ENSG00000213799	ENSG00000180626	ZNF845	ZNF594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF182_ZNF239_1	ZNF182	ZNF239	ENSG00000147118	ENSG00000196793	ZNF182	ZNF239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF182_ZNF239_2	ZNF239	ZNF182	ENSG00000196793	ENSG00000147118	ZNF239	ZNF182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF26_ZNF267_1	ZNF26	ZNF267	ENSG00000198393	ENSG00000185947	ZNF26	ZNF267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF26_ZNF267_2	ZNF267	ZNF26	ENSG00000185947	ENSG00000198393	ZNF267	ZNF26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNB2_PLXND1_1	PLXNB2	PLXND1	ENSG00000196576	ENSG00000004399	PLXNB2	PLXND1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNB2_PLXND1_2	PLXND1	PLXNB2	ENSG00000004399	ENSG00000196576	PLXND1	PLXNB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF267_ZNF3_1	ZNF267	ZNF3	ENSG00000185947	ENSG00000166526	ZNF267	ZNF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF267_ZNF3_2	ZNF3	ZNF267	ENSG00000166526	ENSG00000185947	ZNF3	ZNF267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDK20_CDKL1_1	CDK20	CDKL1	ENSG00000156345	ENSG00000100490	CDK20	CDKL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDK20_CDKL1_2	CDKL1	CDK20	ENSG00000100490	ENSG00000156345	CDKL1	CDK20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF121_ZNF32_1	ZNF121	ZNF32	ENSG00000197961	ENSG00000169740	ZNF121	ZNF32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF121_ZNF32_2	ZNF32	ZNF121	ENSG00000169740	ENSG00000197961	ZNF32	ZNF121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHX35_DHX38_1	DHX35	DHX38	ENSG00000101452	ENSG00000140829	DHX35	DHX38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHX35_DHX38_2	DHX38	DHX35	ENSG00000140829	ENSG00000101452	DHX38	DHX35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF566_ZNF669_1	ZNF566	ZNF669	ENSG00000186017	ENSG00000188295	ZNF566	ZNF669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF566_ZNF669_2	ZNF669	ZNF566	ENSG00000188295	ENSG00000186017	ZNF669	ZNF566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF517_ZNF623_1	ZNF517	ZNF623	ENSG00000197363	ENSG00000183309	ZNF517	ZNF623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF517_ZNF623_2	ZNF623	ZNF517	ENSG00000183309	ENSG00000197363	ZNF623	ZNF517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECHDC2_ECHS1_1	ECHDC2	ECHS1	ENSG00000121310	ENSG00000127884	ECHDC2	ECHS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECHDC2_ECHS1_2	ECHS1	ECHDC2	ENSG00000127884	ENSG00000121310	ECHS1	ECHDC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF3_ZNF510_1	ZNF3	ZNF510	ENSG00000166526	ENSG00000081386	ZNF3	ZNF510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF3_ZNF510_2	ZNF510	ZNF3	ENSG00000081386	ENSG00000166526	ZNF510	ZNF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC25A_CDC25C_1	CDC25A	CDC25C	ENSG00000164045	ENSG00000158402	CDC25A	CDC25C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC25A_CDC25C_2	CDC25C	CDC25A	ENSG00000158402	ENSG00000164045	CDC25C	CDC25A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF329_ZNF529_1	ZNF329	ZNF529	ENSG00000181894	ENSG00000186020	ZNF329	ZNF529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF329_ZNF529_2	ZNF529	ZNF329	ENSG00000186020	ENSG00000181894	ZNF529	ZNF329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF317_ZNF74_1	ZNF317	ZNF74	ENSG00000130803	ENSG00000185252	ZNF317	ZNF74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF317_ZNF74_2	ZNF74	ZNF317	ENSG00000185252	ENSG00000130803	ZNF74	ZNF317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TM9SF1_TM9SF3_1	TM9SF1	TM9SF3	ENSG00000100926	ENSG00000077147	TM9SF1	TM9SF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TM9SF1_TM9SF3_2	TM9SF3	TM9SF1	ENSG00000077147	ENSG00000100926	TM9SF3	TM9SF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF226_ZNF7_1	ZNF226	ZNF7	ENSG00000167380	ENSG00000147789	ZNF226	ZNF7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF226_ZNF7_2	ZNF7	ZNF226	ENSG00000147789	ENSG00000167380	ZNF7	ZNF226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF213_ZNF263_1	ZNF213	ZNF263	ENSG00000085644	ENSG00000006194	ZNF213	ZNF263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF213_ZNF263_2	ZNF263	ZNF213	ENSG00000006194	ENSG00000085644	ZNF263	ZNF213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCY3_ADCY6_1	ADCY3	ADCY6	ENSG00000138031	ENSG00000174233	ADCY3	ADCY6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCY3_ADCY6_2	ADCY6	ADCY3	ENSG00000174233	ENSG00000138031	ADCY6	ADCY3	0.919	0.0	0.0	0.087	0.042	0.0	0.9	0.185
TOR2A_TOR3A_1	TOR2A	TOR3A	ENSG00000160404	ENSG00000186283	TOR2A	TOR3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TOR2A_TOR3A_2	TOR3A	TOR2A	ENSG00000186283	ENSG00000160404	TOR3A	TOR2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF317_ZNF7_1	ZNF317	ZNF7	ENSG00000130803	ENSG00000147789	ZNF317	ZNF7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF317_ZNF7_2	ZNF7	ZNF317	ENSG00000147789	ENSG00000130803	ZNF7	ZNF317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB43_RAB9A_1	RAB43	RAB9A	ENSG00000172780	ENSG00000123595	RAB43	RAB9A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB43_RAB9A_2	RAB9A	RAB43	ENSG00000123595	ENSG00000172780	RAB9A	RAB43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF286A_ZNF621_1	ZNF286A	ZNF621	ENSG00000187607	ENSG00000172888	ZNF286A	ZNF621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF286A_ZNF621_2	ZNF621	ZNF286A	ENSG00000172888	ENSG00000187607	ZNF621	ZNF286A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF248_ZNF343_1	ZNF248	ZNF343	ENSG00000198105	ENSG00000088876	ZNF248	ZNF343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF248_ZNF343_2	ZNF343	ZNF248	ENSG00000088876	ENSG00000198105	ZNF343	ZNF248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCT7_TCP1_1	CCT7	TCP1	ENSG00000135624	ENSG00000120438	CCT7	TCP1	0.999	0.0	0.0	0.069	0.98	0.997	0.967	0.824
CCT7_TCP1_2	TCP1	CCT7	ENSG00000120438	ENSG00000135624	TCP1	CCT7	0.999	0.0	0.0	0.069	0.98	0.997	0.967	0.824
ZNF343_ZNF77_1	ZNF343	ZNF77	ENSG00000088876	ENSG00000175691	ZNF343	ZNF77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF343_ZNF77_2	ZNF77	ZNF343	ENSG00000175691	ENSG00000088876	ZNF77	ZNF343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KANK1_KANK2_1	KANK1	KANK2	ENSG00000107104	ENSG00000197256	KANK1	KANK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KANK1_KANK2_2	KANK2	KANK1	ENSG00000197256	ENSG00000107104	KANK2	KANK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF48_ZNF771_1	ZNF48	ZNF771	ENSG00000180035	ENSG00000179965	ZNF48	ZNF771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF48_ZNF771_2	ZNF771	ZNF48	ENSG00000179965	ENSG00000180035	ZNF771	ZNF48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB18_RAB7A_1	RAB18	RAB7A	ENSG00000099246	ENSG00000075785	RAB18	RAB7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB18_RAB7A_2	RAB7A	RAB18	ENSG00000075785	ENSG00000099246	RAB7A	RAB18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF251_ZNF514_1	ZNF251	ZNF514	ENSG00000198169	ENSG00000144026	ZNF251	ZNF514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF251_ZNF514_2	ZNF514	ZNF251	ENSG00000144026	ENSG00000198169	ZNF514	ZNF251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF26_ZNF74_1	ZNF26	ZNF74	ENSG00000198393	ENSG00000185252	ZNF26	ZNF74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF26_ZNF74_2	ZNF74	ZNF26	ENSG00000185252	ENSG00000198393	ZNF74	ZNF26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP90_ZNF550_1	ZFP90	ZNF550	ENSG00000184939	ENSG00000251369	ZFP90	ZNF550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP90_ZNF550_2	ZNF550	ZFP90	ENSG00000251369	ENSG00000184939	ZNF550	ZFP90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE2I_UBE2N_1	UBE2I	UBE2N	ENSG00000103275	ENSG00000177889	UBE2I	UBE2N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE2I_UBE2N_2	UBE2N	UBE2I	ENSG00000177889	ENSG00000103275	UBE2N	UBE2I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP10D_ATP8B2_1	ATP10D	ATP8B2	ENSG00000145246	ENSG00000143515	ATP10D	ATP8B2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP10D_ATP8B2_2	ATP8B2	ATP10D	ENSG00000143515	ENSG00000145246	ATP8B2	ATP10D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R3D_PPP1R3E_1	PPP1R3D	PPP1R3E	ENSG00000132825	ENSG00000235194	PPP1R3D	PPP1R3E	0.912	0.0	0.0	0.0	0.049	0.0	0.9	0.149
PPP1R3D_PPP1R3E_2	PPP1R3E	PPP1R3D	ENSG00000235194	ENSG00000132825	PPP1R3E	PPP1R3D	0.912	0.0	0.0	0.0	0.049	0.0	0.9	0.149
ZNF121_ZNF519_1	ZNF121	ZNF519	ENSG00000197961	ENSG00000175322	ZNF121	ZNF519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF121_ZNF519_2	ZNF519	ZNF121	ENSG00000175322	ENSG00000197961	ZNF519	ZNF121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF514_ZNF616_1	ZNF514	ZNF616	ENSG00000144026	ENSG00000204611	ZNF514	ZNF616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF514_ZNF616_2	ZNF616	ZNF514	ENSG00000204611	ENSG00000144026	ZNF616	ZNF514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF317_ZNF45_1	ZNF317	ZNF45	ENSG00000130803	ENSG00000124459	ZNF317	ZNF45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF317_ZNF45_2	ZNF45	ZNF317	ENSG00000124459	ENSG00000130803	ZNF45	ZNF317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARIH1_ARIH2_1	ARIH1	ARIH2	ENSG00000166233	ENSG00000177479	ARIH1	ARIH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARIH1_ARIH2_2	ARIH2	ARIH1	ENSG00000177479	ENSG00000166233	ARIH2	ARIH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF124_ZNF329_1	ZNF124	ZNF329	ENSG00000196418	ENSG00000181894	ZNF124	ZNF329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF124_ZNF329_2	ZNF329	ZNF124	ENSG00000181894	ENSG00000196418	ZNF329	ZNF124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZHX1_ZHX3_1	ZHX1	ZHX3	ENSG00000165156	ENSG00000174306	ZHX1	ZHX3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZHX1_ZHX3_2	ZHX3	ZHX1	ENSG00000174306	ENSG00000165156	ZHX3	ZHX1	0.465	0.0	0.0	0.0	0.139	0.292	0.0	0.193
PARP2_PARP3_1	PARP2	PARP3	ENSG00000129484	ENSG00000041880	PARP2	PARP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP2_PARP3_2	PARP3	PARP2	ENSG00000041880	ENSG00000129484	PARP3	PARP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF16_ZNF239_1	ZNF16	ZNF239	ENSG00000170631	ENSG00000196793	ZNF16	ZNF239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF16_ZNF239_2	ZNF239	ZNF16	ENSG00000196793	ENSG00000170631	ZNF239	ZNF16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM21_TRIM27_1	TRIM21	TRIM27	ENSG00000132109	ENSG00000204713	TRIM21	TRIM27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM21_TRIM27_2	TRIM27	TRIM21	ENSG00000204713	ENSG00000132109	TRIM27	TRIM21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAA1_HADHB_1	ACAA1	HADHB	ENSG00000060971	ENSG00000138029	ACAA1	HADHB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAA1_HADHB_2	HADHB	ACAA1	ENSG00000138029	ENSG00000060971	HADHB	ACAA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP7_MAP7D1_1	MAP7	MAP7D1	ENSG00000135525	ENSG00000116871	MAP7	MAP7D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP7_MAP7D1_2	MAP7D1	MAP7	ENSG00000116871	ENSG00000135525	MAP7D1	MAP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZSCAN25_ZSCAN30_1	ZSCAN25	ZSCAN30	ENSG00000197037	ENSG00000186814	ZSCAN25	ZSCAN30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZSCAN25_ZSCAN30_2	ZSCAN30	ZSCAN25	ENSG00000186814	ENSG00000197037	ZSCAN30	ZSCAN25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF251_ZNF26_1	ZNF251	ZNF26	ENSG00000198169	ENSG00000198393	ZNF251	ZNF26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF251_ZNF26_2	ZNF26	ZNF251	ENSG00000198393	ENSG00000198169	ZNF26	ZNF251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF250_ZNF510_1	ZNF250	ZNF510	ENSG00000196150	ENSG00000081386	ZNF250	ZNF510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF250_ZNF510_2	ZNF510	ZNF250	ENSG00000081386	ENSG00000196150	ZNF510	ZNF250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IPP_KLHL18_1	IPP	KLHL18	ENSG00000197429	ENSG00000114648	IPP	KLHL18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IPP_KLHL18_2	KLHL18	IPP	ENSG00000114648	ENSG00000197429	KLHL18	IPP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF343_ZNF35_1	ZNF343	ZNF35	ENSG00000088876	ENSG00000169981	ZNF343	ZNF35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF343_ZNF35_2	ZNF35	ZNF343	ENSG00000169981	ENSG00000088876	ZNF35	ZNF343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1_ITGB8_1	ITGB1	ITGB8	ENSG00000150093	ENSG00000105855	ITGB1	ITGB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1_ITGB8_2	ITGB8	ITGB1	ENSG00000105855	ENSG00000150093	ITGB8	ITGB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF195_ZNF286A_1	ZNF195	ZNF286A	ENSG00000005801	ENSG00000187607	ZNF195	ZNF286A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF195_ZNF286A_2	ZNF286A	ZNF195	ENSG00000187607	ENSG00000005801	ZNF286A	ZNF195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB15_RAB27A_1	RAB15	RAB27A	ENSG00000139998	ENSG00000069974	RAB15	RAB27A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB15_RAB27A_2	RAB27A	RAB15	ENSG00000069974	ENSG00000139998	RAB27A	RAB15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF26_ZNF519_1	ZNF26	ZNF519	ENSG00000198393	ENSG00000175322	ZNF26	ZNF519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF26_ZNF519_2	ZNF519	ZNF26	ENSG00000175322	ENSG00000198393	ZNF519	ZNF26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF517_ZNF74_1	ZNF517	ZNF74	ENSG00000197363	ENSG00000185252	ZNF517	ZNF74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF517_ZNF74_2	ZNF74	ZNF517	ENSG00000185252	ENSG00000197363	ZNF74	ZNF517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF195_ZNF251_1	ZNF195	ZNF251	ENSG00000005801	ENSG00000198169	ZNF195	ZNF251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF195_ZNF251_2	ZNF251	ZNF195	ENSG00000198169	ENSG00000005801	ZNF251	ZNF195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF286A_ZNF517_1	ZNF286A	ZNF517	ENSG00000187607	ENSG00000197363	ZNF286A	ZNF517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF286A_ZNF517_2	ZNF517	ZNF286A	ENSG00000197363	ENSG00000187607	ZNF517	ZNF286A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNB1_PLXND1_1	PLXNB1	PLXND1	ENSG00000164050	ENSG00000004399	PLXNB1	PLXND1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNB1_PLXND1_2	PLXND1	PLXNB1	ENSG00000004399	ENSG00000164050	PLXND1	PLXNB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF550_ZNF77_1	ZNF550	ZNF77	ENSG00000251369	ENSG00000175691	ZNF550	ZNF77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF550_ZNF77_2	ZNF77	ZNF550	ENSG00000175691	ENSG00000251369	ZNF77	ZNF550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF440_ZNF566_1	ZNF440	ZNF566	ENSG00000171295	ENSG00000186017	ZNF440	ZNF566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF440_ZNF566_2	ZNF566	ZNF440	ENSG00000186017	ENSG00000171295	ZNF566	ZNF440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAF4_TAF4B_1	TAF4	TAF4B	ENSG00000130699	ENSG00000141384	TAF4	TAF4B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAF4_TAF4B_2	TAF4B	TAF4	ENSG00000141384	ENSG00000130699	TAF4B	TAF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF267_ZNF623_1	ZNF267	ZNF623	ENSG00000185947	ENSG00000183309	ZNF267	ZNF623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF267_ZNF623_2	ZNF623	ZNF267	ENSG00000183309	ENSG00000185947	ZNF623	ZNF267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP1_ZNF195_1	ZFP1	ZNF195	ENSG00000184517	ENSG00000005801	ZFP1	ZNF195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP1_ZNF195_2	ZNF195	ZFP1	ENSG00000005801	ENSG00000184517	ZNF195	ZFP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF140_ZNF268_1	ZNF140	ZNF268	ENSG00000196387	ENSG00000090612	ZNF140	ZNF268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF140_ZNF268_2	ZNF268	ZNF140	ENSG00000090612	ENSG00000196387	ZNF268	ZNF140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF121_ZNF226_1	ZNF121	ZNF226	ENSG00000197961	ENSG00000167380	ZNF121	ZNF226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF121_ZNF226_2	ZNF226	ZNF121	ENSG00000167380	ENSG00000197961	ZNF226	ZNF121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUBP2_NUBPL_1	NUBP2	NUBPL	ENSG00000095906	ENSG00000151413	NUBP2	NUBPL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUBP2_NUBPL_2	NUBPL	NUBP2	ENSG00000151413	ENSG00000095906	NUBPL	NUBP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF317_ZNF41_1	ZNF317	ZNF41	ENSG00000130803	ENSG00000147124	ZNF317	ZNF41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF317_ZNF41_2	ZNF41	ZNF317	ENSG00000147124	ENSG00000130803	ZNF41	ZNF317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF182_ZNF629_1	ZNF182	ZNF629	ENSG00000147118	ENSG00000102870	ZNF182	ZNF629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF182_ZNF629_2	ZNF629	ZNF182	ENSG00000102870	ENSG00000147118	ZNF629	ZNF182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF322_ZNF629_1	ZNF322	ZNF629	ENSG00000181315	ENSG00000102870	ZNF322	ZNF629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF322_ZNF629_2	ZNF629	ZNF322	ENSG00000102870	ENSG00000188801	ZNF629	ZNF322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHX35_DHX40_1	DHX35	DHX40	ENSG00000101452	ENSG00000108406	DHX35	DHX40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHX35_DHX40_2	DHX40	DHX35	ENSG00000108406	ENSG00000101452	DHX40	DHX35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF266_ZNF550_1	ZNF266	ZNF550	ENSG00000174652	ENSG00000251369	ZNF266	ZNF550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF266_ZNF550_2	ZNF550	ZNF266	ENSG00000251369	ENSG00000174652	ZNF550	ZNF266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
