Gene1	Gene2	detectionMethod	intraspeciesInteraction
CDK5	CDK14	anti tag coip	Homo sapiens
CDK5	CDK14	anti tag coip	Homo sapiens
CDK5	CDK14	anti tag coip	Homo sapiens
PDLIM7	PDLIM5	anti tag coip	Homo sapiens
PDLIM7	PDLIM5	anti tag coip	Homo sapiens
PDLIM7	PDLIM5	anti tag coip	Homo sapiens
PDLIM7	PDLIM5	anti tag coip	Homo sapiens
CD9	CD81	anti bait coip	Homo sapiens
ZKSCAN8	ZSCAN9	anti tag coip	Homo sapiens
ZBTB6	ZBTB26	two hybrid prey pooling approach	Homo sapiens
ZBTB6	ZBTB26	validated two hybrid	Homo sapiens
ZBTB6	ZBTB26	two hybrid array	Homo sapiens
ZBTB6	ZBTB26	validated two hybrid	Homo sapiens
ZBTB6	ZBTB26	two hybrid prey pooling approach	Homo sapiens
ZBTB6	ZBTB26	two hybrid array	Homo sapiens
CREB3L1	CREB3L2	anti tag coip	Homo sapiens
CDR2	CDR2L	anti tag coip	Homo sapiens
CDR2	CDR2L	tap	Homo sapiens
CDR2L	CDR2	socioaffinity inference	Homo sapiens
CDR2	CDR2L	validated two hybrid	Homo sapiens
CDR2L	CDR2	two hybrid prey pooling approach	Homo sapiens
CDR2L	CDR2	two hybrid array	Homo sapiens
CDR2L	CDR2	anti tag coip	Homo sapiens
CDR2L	CDR2	anti tag coip	Homo sapiens
CDR2	CDR2L	anti tag coip	Homo sapiens
KIF1C	KIF1B	proximity-dependent biotin identification	Homo sapiens
KIF1C	KIF1B	proximity-dependent biotin identification	Homo sapiens
KIF1B	KIF1C	anti tag coip	Homo sapiens
ZKSCAN8	ZKSCAN1	anti tag coip	Homo sapiens
ZKSCAN4	ZKSCAN8	anti tag coip	Homo sapiens
ATG2A	ATG2B	anti tag coip	Homo sapiens
LRCH3	LRCH1	anti tag coip	Homo sapiens
LRCH3	LRCH1	anti tag coip	Homo sapiens
LRCH1	LRCH3	anti tag coip	Homo sapiens
LRCH1	LRCH3	anti tag coip	Homo sapiens
LRCH3	LRCH1	anti tag coip	Homo sapiens
LRCH3	LRCH1	anti tag coip	Homo sapiens
LRCH3	LRCH1	anti tag coip	Homo sapiens
LRCH3	LRCH1	anti tag coip	Homo sapiens
TIMP2	TIMP3	anti tag coip	Homo sapiens
TIMP2	TIMP3	anti tag coip	Homo sapiens
LRCH3	LRCH4	anti tag coip	Homo sapiens
IFIT3	IFIT5	two hybrid array	Homo sapiens
RNF166	RNF114	anti tag coip	Homo sapiens
RNF166	RNF114	anti tag coip	Homo sapiens
IFIT1	IFIT3	validated two hybrid	Homo sapiens
IFIT1	IFIT3	bfg-2h	Homo sapiens
IFIT3	IFIT1	pull down	Homo sapiens
IFIT1	IFIT3	two hybrid array	Homo sapiens
IFIT3	IFIT1	validated two hybrid	Homo sapiens
IFIT3	IFIT1	two hybrid prey pooling approach	Homo sapiens
IFIT1	IFIT3	anti tag coip	Homo sapiens
IFIT3	IFIT1	anti tag coip	Homo sapiens
IFIT1	IFIT3	molecular sieving	Homo sapiens
IFIT1	IFIT3	anti tag coip	Homo sapiens
IFIT3	IFIT1	two hybrid array	Homo sapiens
IFIT1	IFIT3	two hybrid pooling	Homo sapiens
GRPEL1	GRPEL2	anti tag coip	Homo sapiens
GRPEL1	GRPEL2	anti tag coip	Homo sapiens
ACAT2	ACAT1	anti tag coip	Homo sapiens
CDK5	CDK20	anti tag coip	Homo sapiens
PIAS2	PIAS4	2 hybrid	Homo sapiens
EEF1D	EEF1B2	anti tag coip	Homo sapiens
NID2	NID1	anti tag coip	Homo sapiens
NID2	NID1	anti tag coip	Homo sapiens
AGFG2	AGFG1	anti tag coip	Homo sapiens
AGFG2	AGFG1	anti tag coip	Homo sapiens
KCTD21	KCTD11	anti tag coip	Homo sapiens
PPP6R1	PPP6R2	proximity-dependent biotin identification	Homo sapiens
PPP6R2	PPP6R1	proximity-dependent biotin identification	Homo sapiens
ARHGEF10	ARHGEF10L	anti tag coip	Homo sapiens
ARHGEF10L	ARHGEF10	anti tag coip	Homo sapiens
ARHGEF10L	ARHGEF10	anti tag coip	Homo sapiens
SUMF1	SUMF2	anti bait coip	Homo sapiens
SUMF1	SUMF2	anti tag coip	Homo sapiens
SUMF2	SUMF1	anti tag coip	Homo sapiens
SUMF1	SUMF2	anti tag coip	Homo sapiens
SUMF1	SUMF2	comig non denat gel	Homo sapiens
SUMF2	SUMF1	comig non denat gel	Homo sapiens
SUMF1	SUMF2	fluorescence imaging	Homo sapiens
SUMF2	SUMF1	anti tag coip	Homo sapiens
SUMF1	SUMF2	anti tag coip	Homo sapiens
VASP	ENAH	anti tag coip	Homo sapiens
VASP	ENAH	anti tag coip	Homo sapiens
ZNF212	ZNF783	mappit	Homo sapiens
ZNF783	ZNF212	two hybrid prey pooling approach	Homo sapiens
ZNF212	ZNF783	validated two hybrid	Homo sapiens
ZNF212	ZNF783	two hybrid array	Homo sapiens
ZNF783	ZNF212	validated two hybrid	Homo sapiens
ZNF783	ZNF212	anti tag coip	Homo sapiens
ZNF783	ZNF212	two hybrid array	Homo sapiens
ZNF783	ZNF212	two hybrid prey pooling approach	Homo sapiens
MON1A	MON1B	fluorescence imaging	Homo sapiens
ZNF397	ZKSCAN1	anti tag coip	Homo sapiens
ZNF397	ZKSCAN1	anti tag coip	Homo sapiens
ZNF397	ZKSCAN1	anti tag coip	Homo sapiens
KLHL2	KLHL12	anti tag coip	Homo sapiens
IDH3A	IDH3B	anti tag coip	Homo sapiens
IDH3A	IDH3B	ion exchange chrom	Homo sapiens
IDH3A	IDH3B	molecular sieving	Homo sapiens
IDH3A	IDH3B	reverse phase chrom	Homo sapiens
GGA2	GGA3	pull down	Homo sapiens
GGA3	GGA2	pull down	Homo sapiens
GGA3	GGA2	electron microscopy	Homo sapiens
PSMC5	PSMC4	anti tag coip	Homo sapiens
PSMC4	PSMC5	validated two hybrid	Homo sapiens
PSMC4	PSMC5	two hybrid prey pooling approach	Homo sapiens
PSMC4	PSMC5	two hybrid array	Homo sapiens
ZKSCAN4	ZSCAN21	anti tag coip	Homo sapiens
SCRIB	LRRC1	anti tag coip	Homo sapiens
SCRIB	LRRC1	anti tag coip	Homo sapiens
NAB2	NAB1	anti tag coip	Homo sapiens
NAB2	NAB1	anti tag coip	Homo sapiens
IDH3A	IDH3G	anti tag coip	Homo sapiens
ZSCAN21	ZKSCAN8	anti tag coip	Homo sapiens
ASAP3	ASAP1	anti tag coip	Homo sapiens
ASAP3	ASAP1	anti tag coip	Homo sapiens
KLHL9	KLHL26	anti tag coip	Homo sapiens
KLHL26	KLHL9	anti tag coip	Homo sapiens
KLHL9	KLHL26	anti tag coip	Homo sapiens
KLHL26	KLHL9	anti tag coip	Homo sapiens
PSMC1	PSMC6	anti tag coip	Homo sapiens
ZNF397	ZNF232	anti tag coip	Homo sapiens
LRP3	LRP12	anti tag coip	Homo sapiens
ARID3A	ARID3B	anti tag coip	Homo sapiens
ARID3A	ARID3B	tap	Homo sapiens
ARID3A	ARID3B	anti tag coip	Homo sapiens
BAIAP2	BAIAP2L1	anti tag coip	Homo sapiens
BAIAP2	BAIAP2L1	two hybrid prey pooling approach	Homo sapiens
BAIAP2L1	BAIAP2	validated two hybrid	Homo sapiens
BAIAP2	BAIAP2L1	two hybrid array	Homo sapiens
BAIAP2	BAIAP2L1	anti tag coip	Homo sapiens
BAIAP2	BAIAP2L1	anti tag coip	Homo sapiens
BAIAP2	BAIAP2L1	anti tag coip	Homo sapiens
BAIAP2	BAIAP2L1	anti tag coip	Homo sapiens
BAIAP2L1	BAIAP2	anti tag coip	Homo sapiens
PSMC2	PSMC6	anti tag coip	Homo sapiens
EPB41L1	EPB41	anti tag coip	Homo sapiens
CCDC90B	MCUR1	anti tag coip	Homo sapiens
CCDC90B	MCUR1	anti tag coip	Homo sapiens
MCUR1	CCDC90B	anti tag coip	Homo sapiens
ZKSCAN4	ZKSCAN1	anti tag coip	Homo sapiens
ZKSCAN4	ZKSCAN1	anti tag coip	Homo sapiens
ZNF232	ZSCAN21	anti tag coip	Homo sapiens
STAT2	STAT1	coip	Homo sapiens
STAT2	STAT1	competition binding	Homo sapiens
STAT1	STAT2	pull down	Homo sapiens
STAT2	STAT1	coip	Homo sapiens
STAT2	STAT1	competition binding	Homo sapiens
STAT1	STAT2	pull down	Homo sapiens
ZNF24	ZKSCAN1	anti tag coip	Homo sapiens
ZNF24	ZKSCAN1	anti tag coip	Homo sapiens
CRYAB	HSPB1	anti tag coip	Homo sapiens
ZNF397	ZNF24	anti tag coip	Homo sapiens
ZSCAN32	ZSCAN29	anti tag coip	Homo sapiens
ZNF250	ZFP1	validated two hybrid	Homo sapiens
ZNF250	ZFP1	two hybrid prey pooling approach	Homo sapiens
ZNF250	ZFP1	two hybrid array	Homo sapiens
ZKSCAN4	ZNF397	two hybrid array	Homo sapiens
ZKSCAN4	ZNF397	validated two hybrid	Homo sapiens
ZKSCAN4	ZNF397	bifc	Homo sapiens
ZKSCAN4	ZNF397	two hybrid prey pooling approach	Homo sapiens
ZKSCAN4	ZNF397	two hybrid array	Homo sapiens
ZKSCAN4	ZNF397	validated two hybrid	Homo sapiens
ZKSCAN4	ZNF397	two hybrid prey pooling approach	Homo sapiens
ZNF397	ZKSCAN4	anti tag coip	Homo sapiens
PSMC4	PSMC6	anti tag coip	Homo sapiens
GPRC5B	GPRC5C	anti tag coip	Homo sapiens
H1-0	H1-2	crosslink	Homo sapiens
CALM2	CETN3	anti tag coip	Homo sapiens
CALM3	CETN3	anti tag coip	Homo sapiens
TFEB	TFE3	anti tag coip	Homo sapiens
TFEB	TFE3	anti tag coip	Homo sapiens
TFEB	TFE3	anti tag coip	Homo sapiens
TFEB	TFE3	anti tag coip	Homo sapiens
BCLAF1	THRAP3	anti tag coip	Homo sapiens
BCLAF1	THRAP3	molecular sieving	Homo sapiens
THRAP3	BCLAF1	anti tag coip	Homo sapiens
THRAP3	BCLAF1	anti bait coip	Homo sapiens
BCLAF1	THRAP3	anti bait coip	Homo sapiens
THRAP3	BCLAF1	anti tag coip	Homo sapiens
PLEKHA3	PLEKHA8	anti tag coip	Homo sapiens
PLEKHA3	PLEKHA8	anti tag coip	Homo sapiens
DNAJC6	GAK	anti tag coip	Homo sapiens
ZSCAN21	ZKSCAN1	anti tag coip	Homo sapiens
TJP2	TJP1	proximity-dependent biotin identification	Homo sapiens
ZNF232	ZSCAN30	anti tag coip	Homo sapiens
E2F2	E2F1	pla	Homo sapiens
HSF4	HSF1	anti tag coip	Homo sapiens
HSF4	HSF1	anti tag coip	Homo sapiens
HEXIM1	HEXIM2	anti tag coip	Homo sapiens
HEXIM1	HEXIM2	validated two hybrid	Homo sapiens
HEXIM2	HEXIM1	two hybrid prey pooling approach	Homo sapiens
HEXIM2	HEXIM1	two hybrid array	Homo sapiens
THBS3	THBS1	anti tag coip	Homo sapiens
THBS3	THBS1	anti tag coip	Homo sapiens
EGFL8	EGFL7	anti tag coip	Homo sapiens
EGFL8	EGFL7	anti tag coip	Homo sapiens
EGFL8	EGFL7	anti tag coip	Homo sapiens
ZNF397	ZNF394	anti tag coip	Homo sapiens
ZNF397	ZNF394	anti tag coip	Homo sapiens
RRP1B	RRP1	anti tag coip	Homo sapiens
RRP1	RRP1B	anti tag coip	Homo sapiens
PSMC3	PSMC4	anti tag coip	Homo sapiens
C1S	C1R	anti tag coip	Homo sapiens
C1R	C1S	protease assay	Homo sapiens
C1S	C1R	molecular sieving	Homo sapiens
C1R	C1S	equilib. dialysis	Homo sapiens
C1R	C1S	spr	Homo sapiens
C1R	C1S	molecular sieving	Homo sapiens
C1S	C1R	anti tag coip	Homo sapiens
ZNF232	ZKSCAN4	anti tag coip	Homo sapiens
LRCH1	LRCH4	anti tag coip	Homo sapiens
LRCH1	LRCH4	anti tag coip	Homo sapiens
LRCH1	LRCH4	anti tag coip	Homo sapiens
SH3KBP1	CD2AP	anti tag coip	Homo sapiens
CD2AP	SH3KBP1	2h fragment pooling	Homo sapiens
PPP1R12A	PPP1R12C	pull down	Homo sapiens
PPP1R12A	PPP1R12C	proximity-dependent biotin identification	Homo sapiens
ZMYM2	ZMYM3	anti tag coip	Homo sapiens
ESYT1	ESYT2	anti tag coip	Homo sapiens
ESYT1	ESYT2	pull down	Homo sapiens
PHF19	PHF1	tap	Homo sapiens
ZSCAN21	ZNF24	two hybrid prey pooling approach	Homo sapiens
ZSCAN21	ZNF24	two hybrid array	Homo sapiens
ZSCAN21	ZNF24	validated two hybrid	Homo sapiens
GLI4	ZNF696	anti tag coip	Homo sapiens
ZNF398	ZNF777	anti tag coip	Homo sapiens
ZNF398	ZNF777	anti tag coip	Homo sapiens
ZNF398	ZNF777	anti tag coip	Homo sapiens
ZNF232	ZKSCAN1	anti tag coip	Homo sapiens
ZNF232	ZKSCAN1	anti tag coip	Homo sapiens
AFF1	AFF4	affinity chrom	Homo sapiens
AFF4	AFF1	affinity chrom	Homo sapiens
AFF1	AFF4	anti bait coip	Homo sapiens
AFF1	AFF4	anti bait coip	Homo sapiens
AFF1	AFF4	anti bait coip	Homo sapiens
AFF1	AFF4	anti bait coip	Homo sapiens
AFF1	AFF4	anti bait coip	Homo sapiens
AFF4	AFF1	anti tag coip	Homo sapiens
OSBPL9	OSBPL11	2 hybrid	Homo sapiens
OSBPL9	OSBPL11	anti tag coip	Homo sapiens
OSBPL9	OSBPL11	2 hybrid	Homo sapiens
OSBPL9	OSBPL11	2 hybrid	Homo sapiens
OSBPL9	OSBPL11	anti tag coip	Homo sapiens
OSBPL11	OSBPL9	bifc	Homo sapiens
OSBPL11	OSBPL9	anti tag coip	Homo sapiens
OSBPL9	OSBPL11	anti tag coip	Homo sapiens
TRIM39	TRIM21	two hybrid array	Homo sapiens
APLP2	APLP1	anti tag coip	Homo sapiens
APLP1	APLP2	anti tag coip	Homo sapiens
PSMC2	PSMC3	anti tag coip	Homo sapiens
PSMC2	PSMC3	anti tag coip	Homo sapiens
GMEB1	GMEB2	anti tag coip	Homo sapiens
GMEB1	GMEB2	anti tag coip	Homo sapiens
GMEB1	GMEB2	anti tag coip	Homo sapiens
ZNF213	ZNF24	anti tag coip	Homo sapiens
ZNF213	ZNF24	anti tag coip	Homo sapiens
ZNF213	ZNF24	anti tag coip	Homo sapiens
CDK7	CDK20	anti tag coip	Homo sapiens
IRF2BP1	IRF2BP2	anti tag coip	Homo sapiens
IRF2BP1	IRF2BP2	anti tag coip	Homo sapiens
IRF2BP1	IRF2BP2	anti tag coip	Homo sapiens
PSMC2	PSMC4	anti tag coip	Homo sapiens
PSMC2	PSMC4	anti tag coip	Homo sapiens
ELF2	ELF1	proximity-dependent biotin identification	Homo sapiens
UBE2N	UBE2C	ubiquitinase assay	Homo sapiens
ZKSCAN4	ZNF24	anti tag coip	Homo sapiens
MLF1	MLF2	lumier	Homo sapiens
MLF2	MLF1	lumier	Homo sapiens
ATN1	RERE	2 hybrid	Homo sapiens
RERE	ATN1	2 hybrid	Homo sapiens
RERE	ATN1	2 hybrid	Homo sapiens
ATXN2L	ATXN2	anti bait coip	Homo sapiens
ATXN2L	ATXN2	anti bait coip	Homo sapiens
ATXN2L	ATXN2	confocal microscopy	Homo sapiens
ATXN2L	ATXN2	anti bait coip	Homo sapiens
ATXN2	ATXN2L	bn-page	Homo sapiens
PSMA7	PSMA2	2 hybrid	Homo sapiens
ZNF695	ZNF195	anti tag coip	Homo sapiens
TAP1	TAP2	pull down	Homo sapiens
TAP1	TAP2	anti bait coip	Homo sapiens
TAP2	TAP1	anti bait coip	Homo sapiens
TAP2	TAP1	anti tag coip	Homo sapiens
ARHGAP17	SH3BP1	anti tag coip	Homo sapiens
ARHGAP17	SH3BP1	anti tag coip	Homo sapiens
ARHGAP17	SH3BP1	anti tag coip	Homo sapiens
ARHGAP17	SH3BP1	anti tag coip	Homo sapiens
ZNF398	ZNF746	anti tag coip	Homo sapiens
ZNF398	ZNF746	anti tag coip	Homo sapiens
ZNF398	ZNF746	anti tag coip	Homo sapiens
ZNF232	ZNF24	anti tag coip	Homo sapiens
ZNF24	ZNF232	validated two hybrid	Homo sapiens
ZNF232	ZNF24	two hybrid prey pooling approach	Homo sapiens
ZNF232	ZNF24	two hybrid array	Homo sapiens
MXD3	MXI1	anti tag coip	Homo sapiens
MXD3	MXI1	anti tag coip	Homo sapiens
OSBPL10	OSBPL9	anti tag coip	Homo sapiens
OSBPL10	OSBPL9	bifc	Homo sapiens
OSBPL9	OSBPL10	anti tag coip	Homo sapiens
HSF1	HSF2	anti tag coip	Homo sapiens
HSF1	HSF2	pull down	Homo sapiens
HSF1	HSF2	molecular sieving	Homo sapiens
HSF1	HSF2	pull down	Homo sapiens
HSF1	HSF2	pull down	Homo sapiens
HSF1	HSF2	crosslink	Homo sapiens
HSF1	HSF2	anti tag coip	Homo sapiens
HSF1	HSF2	pull down	Homo sapiens
HSF2	HSF1	anti tag coip	Homo sapiens
SKI	SKIL	anti tag coip	Homo sapiens
EID2B	EID2	anti tag coip	Homo sapiens
EID2B	EID2	anti tag coip	Homo sapiens
PSMA4	PSMA7	two hybrid array	Homo sapiens
PSMA7	PSMA4	validated two hybrid	Homo sapiens
PSMA4	PSMA7	two hybrid prey pooling approach	Homo sapiens
ZNF232	ZKSCAN8	anti tag coip	Homo sapiens
ZNF232	ZKSCAN8	anti tag coip	Homo sapiens
ABCD1	ABCD3	2 hybrid	Homo sapiens
ABCD3	ABCD1	coip	Homo sapiens
BCL7C	BCL7A	tap	Homo sapiens
BCL7A	BCL7C	anti tag coip	Homo sapiens
PSMA2	PSMA4	anti tag coip	Homo sapiens
ELF3	EHF	anti bait coip	Homo sapiens
KLHL2	KEAP1	anti tag coip	Homo sapiens
LARP4	LARP4B	proximity-dependent biotin identification	Homo sapiens
LARP4B	LARP4	anti tag coip	Homo sapiens
CASP3	CASP6	pla	Homo sapiens
CASP3	CASP6	protease assay	Homo sapiens
RAB11FIP4	RAB11FIP3	anti tag coip	Homo sapiens
RAB11FIP4	RAB11FIP3	anti tag coip	Homo sapiens
ZNF263	ZNF397	anti tag coip	Homo sapiens
ARSA	GALNS	anti tag coip	Homo sapiens
ARSA	GALNS	anti tag coip	Homo sapiens
ARSA	GALNS	anti tag coip	Homo sapiens
ZNF286A	ZNF121	anti tag coip	Homo sapiens
ZNF286A	ZNF121	anti tag coip	Homo sapiens
RFC4	RFC5	crosslink	Homo sapiens
RFC5	RFC4	anti tag coip	Homo sapiens
RFC5	RFC4	two hybrid prey pooling approach	Homo sapiens
RFC5	RFC4	two hybrid prey pooling approach	Homo sapiens
RFC5	RFC4	validated two hybrid	Homo sapiens
RFC5	RFC4	two hybrid array	Homo sapiens
RFC4	RFC5	two hybrid array	Homo sapiens
RFC4	RFC5	validated two hybrid	Homo sapiens
RFC5	RFC4	two hybrid prey pooling approach	Homo sapiens
RFC5	RFC4	two hybrid array	Homo sapiens
RFC5	RFC4	two hybrid array	Homo sapiens
RFC5	RFC4	two hybrid prey pooling approach	Homo sapiens
RFC5	RFC4	two hybrid prey pooling approach	Homo sapiens
RFC5	RFC4	two hybrid array	Homo sapiens
SNX18	SNX9	pull down	Homo sapiens
DHX38	DHX16	2 hybrid	Homo sapiens
DHX38	DHX16	anti tag coip	Homo sapiens
ZNF213	ZKSCAN1	anti tag coip	Homo sapiens
ZNF213	ZKSCAN1	anti tag coip	Homo sapiens
DHX58	IFIH1	anti tag coip	Homo sapiens
ZNF263	ZKSCAN8	anti tag coip	Homo sapiens
ZNF263	ZKSCAN8	anti tag coip	Homo sapiens
ZNF175	ZNF250	two hybrid array	Homo sapiens
ZNF250	ZNF175	two hybrid prey pooling approach	Homo sapiens
ZNF250	ZNF175	validated two hybrid	Homo sapiens
AUTS2	FBRS	tap	Homo sapiens
KCTD6	KCTD21	anti tag coip	Homo sapiens
CDC37L1	CDC37	anti tag coip	Homo sapiens
SCO1	SCO2	proximity-dependent biotin identification	Homo sapiens
ZNF16	ZNF7	2 hybrid	Homo sapiens
NFE2L3	NFE2L1	fret	Homo sapiens
ZNF397	ZNF213	anti tag coip	Homo sapiens
ZNF397	ZNF213	anti tag coip	Homo sapiens
GMPPA	GMPPB	two hybrid prey pooling approach	Homo sapiens
GMPPA	GMPPB	two hybrid array	Homo sapiens
GMPPB	GMPPA	validated two hybrid	Homo sapiens
GMPPB	GMPPA	two hybrid prey pooling approach	Homo sapiens
GMPPB	GMPPA	two hybrid array	Homo sapiens
GMPPA	GMPPB	validated two hybrid	Homo sapiens
GMPPB	GMPPA	two hybrid array	Homo sapiens
GMPPB	GMPPA	anti tag coip	Homo sapiens
GMPPB	GMPPA	anti tag coip	Homo sapiens
GMPPB	GMPPA	two hybrid pooling	Homo sapiens
GMPPB	GMPPA	anti tag coip	Homo sapiens
DERL2	DERL1	pull down	Homo sapiens
SNX33	SNX9	pull down	Homo sapiens
SNX33	SNX9	anti tag coip	Homo sapiens
LTBP2	LTBP4	anti tag coip	Homo sapiens
E2F8	E2F7	anti tag coip	Homo sapiens
E2F7	E2F8	anti tag coip	Homo sapiens
E2F8	E2F7	anti bait coip	Homo sapiens
E2F7	E2F8	anti tag coip	Homo sapiens
RFC4	RFC2	pull down	Homo sapiens
RFC4	RFC2	pull down	Homo sapiens
RFC4	RFC2	pull down	Homo sapiens
DLAT	PDHX	2 hybrid	Homo sapiens
APLP1	APP	anti tag coip	Homo sapiens
APLP1	APP	anti tag coip	Homo sapiens
SEPTIN9	SEPTIN5	anti tag coip	Homo sapiens
EXT2	EXT1	anti tag coip	Homo sapiens
EXT1	EXT2	fret	Homo sapiens
EXT1	EXT2	affinity chrom	Homo sapiens
EXT1	EXT2	light scattering	Homo sapiens
EXT1	EXT2	3d-em	Homo sapiens
EXT1	EXT2	dsc	Homo sapiens
EXT1	EXT2	electron microscopy	Homo sapiens
EXT1	EXT2	3d-em	Homo sapiens
EXT1	EXT2	light scattering	Homo sapiens
EXT2	EXT1	anti tag coip	Homo sapiens
ZKSCAN4	ZNF213	anti tag coip	Homo sapiens
S100A13	S100A14	validated two hybrid	Homo sapiens
S100A13	S100A14	two hybrid prey pooling approach	Homo sapiens
S100A13	S100A14	two hybrid prey pooling approach	Homo sapiens
S100A13	S100A14	two hybrid array	Homo sapiens
S100A13	S100A14	two hybrid array	Homo sapiens
ZNF232	ZNF213	anti tag coip	Homo sapiens
ZNF232	ZNF213	anti tag coip	Homo sapiens
SIPA1L3	SIPA1	anti tag coip	Homo sapiens
SIPA1L3	SIPA1	anti tag coip	Homo sapiens
TMUB2	TMUB1	anti tag coip	Homo sapiens
TMUB2	TMUB1	anti tag coip	Homo sapiens
SIPA1L2	SIPA1	anti tag coip	Homo sapiens
ZMYM4	ZMYM3	tap	Homo sapiens
RAB43	RAB33B	anti tag coip	Homo sapiens
ZNF213	ZSCAN21	validated two hybrid	Homo sapiens
ZSCAN21	ZNF213	two hybrid prey pooling approach	Homo sapiens
ZSCAN21	ZNF213	two hybrid array	Homo sapiens
ZNF213	ZSCAN21	anti tag coip	Homo sapiens
TRIM21	TRIM27	two hybrid array	Homo sapiens
NUBPL	NUBP2	two hybrid prey pooling approach	Homo sapiens
NUBPL	NUBP2	validated two hybrid	Homo sapiens
NUBPL	NUBP2	two hybrid array	Homo sapiens
NUBPL	NUBP2	mappit	Homo sapiens
NUBPL	NUBP2	two hybrid prey pooling approach	Homo sapiens
NUBPL	NUBP2	two hybrid array	Homo sapiens
KLHL20	IPP	anti tag coip	Homo sapiens
POMT1	POMT2	anti tag coip	Homo sapiens
POMT1	POMT2	fluorescence imaging	Homo sapiens
GLI4	ZNF121	anti tag coip	Homo sapiens
MYO1E	MYO1C	anti tag coip	Homo sapiens
ZMYM4	ZMYM2	tap	Homo sapiens
ZMYM2	ZMYM4	anti tag coip	Homo sapiens
PHC1	PHC2	anti tag coip	Homo sapiens
ATF6B	ATF6	fret	Homo sapiens
ATF6	ATF6B	fret	Homo sapiens
AKAP8	AKAP8L	molecular sieving	Homo sapiens
AKAP8	AKAP8L	molecular sieving	Homo sapiens
ZKSCAN8	ZNF213	anti tag coip	Homo sapiens
PDCD6	PEF1	2 hybrid	Homo sapiens
PDCD6	PEF1	two hybrid array	Homo sapiens
PDCD6	PEF1	two hybrid prey pooling approach	Homo sapiens
PEF1	PDCD6	validated two hybrid	Homo sapiens
PDCD6	PEF1	two hybrid array	Homo sapiens
PEF1	PDCD6	two hybrid prey pooling approach	Homo sapiens
PEF1	PDCD6	two hybrid array	Homo sapiens
PDCD6	PEF1	validated two hybrid	Homo sapiens
PEF1	PDCD6	two hybrid prey pooling approach	Homo sapiens
PER3	PER1	anti tag coip	Homo sapiens
PER3	PER1	anti tag coip	Homo sapiens
PER3	PER1	anti tag coip	Homo sapiens
ZNF526	ZNF574	anti tag coip	Homo sapiens
ZNF397	ZNF500	anti tag coip	Homo sapiens
ZNF397	ZNF500	anti tag coip	Homo sapiens
KCTD6	KCTD11	anti tag coip	Homo sapiens
KCTD6	KCTD11	anti tag coip	Homo sapiens
KCTD6	KCTD11	anti tag coip	Homo sapiens
EXTL3	EXT2	anti tag coip	Homo sapiens
EXT2	EXTL3	anti tag coip	Homo sapiens
TGFBR2	ACVR2A	anti tag coip	Homo sapiens
CMTM6	CMTM4	anti bait coip	Homo sapiens
CMTM6	CMTM4	anti bait coip	Homo sapiens
CMTM4	CMTM6	anti bait coip	Homo sapiens
CAV2	CAV1	anti tag coip	Homo sapiens
CAV2	CAV1	anti tag coip	Homo sapiens
MDM4	MDM2	anti tag coip	Homo sapiens
MDM4	MDM2	two hybrid array	Homo sapiens
MDM4	MDM2	2 hybrid	Homo sapiens
MDM2	MDM4	anti bait coip	Homo sapiens
MDM2	MDM4	2 hybrid	Homo sapiens
MDM4	MDM2	coip	Homo sapiens
MDM2	MDM4	coip	Homo sapiens
MDM4	MDM2	coip	Homo sapiens
MDM2	MDM4	pull down	Homo sapiens
MDM2	MDM4	pull down	Homo sapiens
MDM4	MDM2	anti tag coip	Homo sapiens
MDM4	MDM2	anti tag coip	Homo sapiens
MDM4	MDM2	anti tag coip	Homo sapiens
MDM4	MDM2	anti bait coip	Homo sapiens
MDM4	MDM2	imaging technique	Homo sapiens
MDM2	MDM4	anti tag coip	Homo sapiens
ZNF263	ZNF24	anti tag coip	Homo sapiens
KLHL12	IPP	anti tag coip	Homo sapiens
KLHL12	IPP	anti tag coip	Homo sapiens
CBX6	CBX8	tap	Homo sapiens
KLHL28	IPP	anti tag coip	Homo sapiens
KLHL28	IPP	anti tag coip	Homo sapiens
KLHL28	IPP	anti tag coip	Homo sapiens
ERGIC3	ERGIC2	anti tag coip	Homo sapiens
ERGIC2	ERGIC3	anti tag coip	Homo sapiens
ERGIC3	ERGIC2	anti tag coip	Homo sapiens
ERGIC3	ERGIC2	anti tag coip	Homo sapiens
MTMR6	MTMR9	anti tag coip	Homo sapiens
MTMR9	MTMR6	anti tag coip	Homo sapiens
MTMR6	MTMR9	proximity-dependent biotin identification	Homo sapiens
MTMR6	MTMR9	two hybrid prey pooling approach	Homo sapiens
MTMR6	MTMR9	two hybrid array	Homo sapiens
MTMR6	MTMR9	validated two hybrid	Homo sapiens
MTMR6	MTMR9	two hybrid prey pooling approach	Homo sapiens
MTMR9	MTMR6	two hybrid array	Homo sapiens
MTMR9	MTMR6	two hybrid array	Homo sapiens
MTMR9	MTMR6	validated two hybrid	Homo sapiens
MTMR9	MTMR6	two hybrid prey pooling approach	Homo sapiens
MTMR6	MTMR9	2 hybrid	Homo sapiens
MTMR9	MTMR6	anti tag coip	Homo sapiens
MTMR9	MTMR6	anti tag coip	Homo sapiens
MTMR9	MTMR6	anti tag coip	Homo sapiens
KLHL22	KLHL9	anti tag coip	Homo sapiens
TSC22D3	TSC22D1	anti tag coip	Homo sapiens
