ReagentID	Gene1	Gene2	Gene1_ensembl	Gene2_ensembl	Jaccard BP Similarity	Jaccard MF Similarity	Jaccard CC Similarity	Average Wang BP Similarity	Average Wang MF Similarity	Average Wang CC Similarity
LTBP3_LTBP4_2	LTBP4	LTBP3	ENSG00000090006	ENSG00000168056	0.058823529411764705	0.5	0.5	0.13749140985801056	0.4336403002312211	0.4947780269564552
ZNF175_ZNF317_1	ZNF175	ZNF317	ENSG00000105497	ENSG00000130803	0.4	0.5555555555555556	0.25	0.6638761707813485	0.3440224474718631	0.5199196211545275
ZNF175_ZNF317_2	ZNF317	ZNF175	ENSG00000130803	ENSG00000105497	0.4	0.5555555555555556	0.25	0.6638761707813485	0.3440224474718631	0.5199196211545275
ZNF664_ZNF808_1	ZNF664	ZNF808	ENSG00000179195	ENSG00000198482	0.2857142857142857	0.375	1.0	0.4205437976804076	0.34263341903818917	1.0
ZNF664_ZNF808_2	ZNF808	ZNF664	ENSG00000198482	ENSG00000179195	0.2857142857142857	0.375	1.0	0.4205437976804076	0.34263341903818917	1.0
PLEKHA5_PLEKHA7_1	PLEKHA5	PLEKHA7	ENSG00000052126	ENSG00000166689	0.0	0.16666666666666666	0.1875	0.16808050573622954	0.39736163947500225	0.4011560207321335
PLEKHA5_PLEKHA7_2	PLEKHA7	PLEKHA5	ENSG00000166689	ENSG00000052126	0.0	0.16666666666666666	0.1875	0.16808050573622954	0.39736163947500225	0.4011560207321335
DCK_TK2_1	DCK	TK2	ENSG00000156136	ENSG00000166548	0.25	0.36363636363636365	0.3333333333333333	0.39007255361680315	0.48042197797100855	0.46606759905772743
DCK_TK2_2	TK2	DCK	ENSG00000166548	ENSG00000156136	0.25	0.36363636363636365	0.3333333333333333	0.39007255361680315	0.48042197797100855	0.46606759905772743
ZNF232_ZNF263_1	ZNF232	ZNF263	ENSG00000167840	ENSG00000006194	0.25	0.5	0.25	0.827389634183295	0.36584434568572943	0.6313772928825208
ZNF232_ZNF263_2	ZNF263	ZNF232	ENSG00000006194	ENSG00000167840	0.25	0.5	0.25	0.827389634183295	0.36584434568572943	0.6313772928825208
ZNF226_ZNF286A_1	ZNF226	ZNF286A	ENSG00000167380	ENSG00000187607	0.6666666666666666	0.5	0.5	0.869426678973168	0.35869567834502203	0.6608206485771013
ZNF226_ZNF286A_2	ZNF286A	ZNF226	ENSG00000187607	ENSG00000167380	0.6666666666666666	0.5	0.5	0.869426678973168	0.35869567834502203	0.6608206485771013
ZNF343_ZNF684_1	ZNF343	ZNF684	ENSG00000088876	ENSG00000117010	1.0	0.7142857142857143	1.0	0.9682073684515522	0.3939146607153912	1.0
ZNF343_ZNF684_2	ZNF684	ZNF343	ENSG00000117010	ENSG00000088876	1.0	0.7142857142857143	1.0	0.9682073684515522	0.3939146607153912	1.0
ZNF227_ZNF74_1	ZNF227	ZNF74	ENSG00000131115	ENSG00000185252	0.6666666666666666	0.42857142857142855	0.3333333333333333	0.869426678973168	0.361601937680784	0.569468532094069
ZNF227_ZNF74_2	ZNF74	ZNF227	ENSG00000185252	ENSG00000131115	0.6666666666666666	0.42857142857142855	0.3333333333333333	0.869426678973168	0.361601937680784	0.569468532094069
ZNF559_ZNF778_1	ZNF559	ZNF778	ENSG00000188321	ENSG00000170100	1.0	1.0	1.0	0.9682073684515522	0.4007227213833102	1.0
ZNF559_ZNF778_2	ZNF778	ZNF559	ENSG00000170100	ENSG00000188321	1.0	1.0	1.0	0.9682073684515522	0.4007227213833102	1.0
ZNF45_ZNF841_1	ZNF45	ZNF841	ENSG00000124459	ENSG00000197608	0.3333333333333333	0.4	0.5	0.8645244790069553	0.3600094459847982	0.6608206485771013
ZNF45_ZNF841_2	ZNF841	ZNF45	ENSG00000197608	ENSG00000124459	0.3333333333333333	0.4	0.5	0.8645244790069553	0.3600094459847982	0.6608206485771013
ZNF606_ZNF841_1	ZNF606	ZNF841	ENSG00000166704	ENSG00000197608	1.0	1.0	0.5	0.8400322970968676	0.3879431324265579	0.6608206485771013
ZNF606_ZNF841_2	ZNF841	ZNF606	ENSG00000197608	ENSG00000166704	1.0	1.0	0.5	0.8400322970968676	0.3879431324265579	0.6608206485771013
ZNF473_ZNF845_1	ZNF473	ZNF845	ENSG00000142528	ENSG00000213799	0.75	0.8	0.3333333333333333	0.6365431359519073	0.3669694800871234	0.5270373864733926
ZNF473_ZNF845_2	ZNF845	ZNF473	ENSG00000213799	ENSG00000142528	0.75	0.8	0.3333333333333333	0.6365431359519073	0.3669694800871234	0.5270373864733926
SERTAD1_SERTAD3_1	SERTAD1	SERTAD3	ENSG00000197019	ENSG00000167565	0.3333333333333333	1.0	0.3333333333333333	0.42535465434769054	1.0	0.5270373864733926
SERTAD1_SERTAD3_2	SERTAD3	SERTAD1	ENSG00000167565	ENSG00000197019	0.3333333333333333	1.0	0.3333333333333333	0.42535465434769054	1.0	0.5270373864733926
JMJD1C_KDM3B_1	JMJD1C	KDM3B	ENSG00000171988	ENSG00000120733	0.5	0.5555555555555556	1.0	0.352064065589316	0.2593786795147786	0.46368048549718255
JMJD1C_KDM3B_2	KDM3B	JMJD1C	ENSG00000120733	ENSG00000171988	0.5	0.5555555555555556	1.0	0.352064065589316	0.2593786795147786	0.46368048549718255
ZHX2_ZHX3_1	ZHX2	ZHX3	ENSG00000178764	ENSG00000174306	0.2727272727272727	0.75	0.75	0.2787472150041253	0.4116472811746413	0.5807385186229942
ZHX2_ZHX3_2	ZHX3	ZHX2	ENSG00000174306	ENSG00000178764	0.2727272727272727	0.75	0.75	0.2787472150041253	0.4116472811746413	0.5807385186229942
ZNF140_ZNF672_1	ZNF140	ZNF672	ENSG00000196387	ENSG00000171161	0.3333333333333333	0.625	0.5	0.8743288789393807	0.39241524170277076	0.6608206485771013
ZNF140_ZNF672_2	ZNF672	ZNF140	ENSG00000171161	ENSG00000196387	0.3333333333333333	0.625	0.5	0.8743288789393807	0.39241524170277076	0.6608206485771013
MAP2K4_MAP2K5_1	MAP2K4	MAP2K5	ENSG00000065559	ENSG00000137764	0.08108108108108109	0.7	0.0	0.16428810283743583	0.4463441728478508	0.2909129639440799
MAP2K4_MAP2K5_2	MAP2K5	MAP2K4	ENSG00000137764	ENSG00000065559	0.08108108108108109	0.7	0.0	0.16428810283743583	0.4463441728478508	0.2909129639440799
ABCB10_TAP2_1	ABCB10	TAP2	ENSG00000135776	ENSG00000100012	0.05	0.26666666666666666	0.09090909090909091	0.11743822068915553	0.2762389456411259	0.3684827852915707
ABCB10_TAP2_2	TAP2	ABCB10	ENSG00000100012	ENSG00000135776	0.05	0.26666666666666666	0.09090909090909091	0.11743822068915553	0.2762389456411259	0.3684827852915707
SLC25A15_SLC25A29_1	SLC25A15	SLC25A29	ENSG00000102743	ENSG00000197119	0.3333333333333333	0.0	1.0	0.48736395812539024	0.5978692089469594	0.5602824939983942
SLC25A15_SLC25A29_2	SLC25A29	SLC25A15	ENSG00000197119	ENSG00000102743	0.3333333333333333	0.0	1.0	0.48736395812539024	0.5978692089469594	0.5602824939983942
ZFP90_ZNF669_1	ZFP90	ZNF669	ENSG00000184939	ENSG00000188295	0.4	0.8333333333333334	1.0	0.787562161610915	0.3730922471428865	1.0
ZFP90_ZNF669_2	ZNF669	ZFP90	ENSG00000188295	ENSG00000184939	0.4	0.8333333333333334	1.0	0.787562161610915	0.3730922471428865	1.0
HSP90B1_TRAP1_1	HSP90B1	TRAP1	ENSG00000166598	ENSG00000259706	0.05555555555555555	0.5454545454545454	0.038461538461538464	0.15013318817871832	0.3035601751206993	0.34124169564940476
HSP90B1_TRAP1_2	TRAP1	HSP90B1	ENSG00000259706	ENSG00000166598	0.05555555555555555	0.5454545454545454	0.038461538461538464	0.15013318817871832	0.3035601751206993	0.34124169564940476
ZNF577_ZNF623_1	ZNF577	ZNF623	ENSG00000161551	ENSG00000183309	0.5	1.0	1.0	0.9682073684515522	0.39024504294348406	1.0
ZNF577_ZNF623_2	ZNF623	ZNF577	ENSG00000183309	ENSG00000161551	0.5	1.0	1.0	0.9682073684515522	0.39024504294348406	1.0
GLI4_ZNF140_1	GLI4	ZNF140	ENSG00000250571	ENSG00000196387	0.5	0.5555555555555556	1.0	0.6189622606709877	0.36038115986660285	1.0
GLI4_ZNF140_2	ZNF140	GLI4	ENSG00000196387	ENSG00000250571	0.5	0.5555555555555556	1.0	0.6189622606709877	0.36038115986660285	1.0
MGST2_MGST3_1	MGST2	MGST3	ENSG00000085871	ENSG00000143198	0.4	0.8	0.625	0.28223541224564963	0.3789249593088903	0.47561415621676784
MGST2_MGST3_2	MGST3	MGST2	ENSG00000143198	ENSG00000085871	0.4	0.8	0.625	0.28223541224564963	0.3789249593088903	0.47561415621676784
ZNF286A_ZNF696_1	ZNF286A	ZNF696	ENSG00000187607	ENSG00000185730	0.5	0.6666666666666666	0.5	0.9682073684515522	0.38978995143803596	0.6608206485771013
ZNF286A_ZNF696_2	ZNF696	ZNF286A	ENSG00000185730	ENSG00000187607	0.5	0.6666666666666666	0.5	0.9682073684515522	0.38978995143803596	0.6608206485771013
ZNF189_ZNF32_1	ZNF189	ZNF32	ENSG00000136870	ENSG00000169740	0.5	0.6666666666666666	1.0	0.9682073684515522	0.3823527916058631	1.0
ZNF189_ZNF32_2	ZNF32	ZNF189	ENSG00000169740	ENSG00000136870	0.5	0.6666666666666666	1.0	0.9682073684515522	0.3823527916058631	1.0
ABCA2_ABCA3_1	ABCA2	ABCA3	ENSG00000107331	ENSG00000167972	0.05660377358490566	0.4166666666666667	0.3333333333333333	0.12282683546287437	0.27194590511110506	0.3521277772061057
ABCA2_ABCA3_2	ABCA3	ABCA2	ENSG00000167972	ENSG00000107331	0.05660377358490566	0.4166666666666667	0.3333333333333333	0.12282683546287437	0.27194590511110506	0.3521277772061057
ZNF26_ZNF841_1	ZNF26	ZNF841	ENSG00000198393	ENSG00000197608	0.6666666666666666	0.5	1.0	0.869426678973168	0.35869567834502203	1.0
ZNF26_ZNF841_2	ZNF841	ZNF26	ENSG00000197608	ENSG00000198393	0.6666666666666666	0.5	1.0	0.869426678973168	0.35869567834502203	1.0
SEPTIN7_SEPTIN9_1	SEPTIN7	SEPTIN9	ENSG00000122545	ENSG00000184640	0.5	0.7142857142857143	0.375	0.26438502425212684	0.35253911554254025	0.362043684585
SEPTIN7_SEPTIN9_2	SEPTIN9	SEPTIN7	ENSG00000184640	ENSG00000122545	0.5	0.7142857142857143	0.375	0.26438502425212684	0.35253911554254025	0.362043684585
ZNF182_ZNF775_1	ZNF182	ZNF775	ENSG00000147118	ENSG00000196456	0.5	0.3333333333333333	1.0	0.9682073684515522	0.36156616492775756	1.0
ZNF182_ZNF775_2	ZNF775	ZNF182	ENSG00000196456	ENSG00000147118	0.5	0.3333333333333333	1.0	0.9682073684515522	0.36156616492775756	1.0
ZNF286A_ZNF41_1	ZNF286A	ZNF41	ENSG00000187607	ENSG00000147124	1.0	1.0	0.5	0.9682073684515522	0.39024504294348406	0.6608206485771013
ZNF286A_ZNF41_2	ZNF41	ZNF286A	ENSG00000147124	ENSG00000187607	1.0	1.0	0.5	0.9682073684515522	0.39024504294348406	0.6608206485771013
ZNF605_ZNF672_1	ZNF605	ZNF672	ENSG00000196458	ENSG00000171161	0.5	0.5	0.5	0.9682073684515522	0.38084263188742684	0.6608206485771013
ZNF605_ZNF672_2	ZNF672	ZNF605	ENSG00000171161	ENSG00000196458	0.5	0.5	0.5	0.9682073684515522	0.38084263188742684	0.6608206485771013
WBP1_WBP1L_1	WBP1	WBP1L	ENSG00000244038	ENSG00000166272	0.0	0.3333333333333333	0.5	0.18256302445436337	0.6725770526949084	0.7383720930232558
WBP1_WBP1L_2	WBP1L	WBP1	ENSG00000166272	ENSG00000244038	0.0	0.3333333333333333	0.5	0.18256302445436337	0.6725770526949084	0.7383720930232558
ZNF322_ZNF789_1	ZNF322	ZNF789	ENSG00000188801	ENSG00000198556	0.6666666666666666	0.5714285714285714	0.4	0.6909251681551202	0.36538859140021074	0.5207076085907352
ZNF322_ZNF789_2	ZNF789	ZNF322	ENSG00000198556	ENSG00000188801	0.6666666666666666	0.5714285714285714	0.4	0.6909251681551202	0.36538859140021074	0.5207076085907352
ZNF23_ZNF841_1	ZNF23	ZNF841	ENSG00000167377	ENSG00000197608	0.6666666666666666	0.42857142857142855	1.0	0.869426678973168	0.3648368806955411	1.0
ZNF23_ZNF841_2	ZNF841	ZNF23	ENSG00000197608	ENSG00000167377	0.6666666666666666	0.42857142857142855	1.0	0.869426678973168	0.3648368806955411	1.0
ZNF394_ZNF500_1	ZNF394	ZNF500	ENSG00000160908	ENSG00000103199	1.0	1.0	1.0	0.9682073684515522	0.39024504294348406	1.0
ZNF394_ZNF500_2	ZNF500	ZNF394	ENSG00000103199	ENSG00000160908	1.0	1.0	1.0	0.9682073684515522	0.39024504294348406	1.0
ENDOG_EXOG_1	ENDOG	EXOG	ENSG00000167136	ENSG00000157036	0.08333333333333333	0.6363636363636364	0.6	0.2245926987725774	0.3511121387767463	0.46198944648740264
ENDOG_EXOG_2	EXOG	ENDOG	ENSG00000157036	ENSG00000167136	0.08333333333333333	0.6363636363636364	0.6	0.2245926987725774	0.3511121387767463	0.46198944648740264
ZNF124_ZNF343_1	ZNF124	ZNF343	ENSG00000196418	ENSG00000088876	1.0	0.7142857142857143	1.0	0.9682073684515522	0.38464040257485793	1.0
ZNF124_ZNF343_2	ZNF343	ZNF124	ENSG00000088876	ENSG00000196418	1.0	0.7142857142857143	1.0	0.9682073684515522	0.38464040257485793	1.0
ZNF3_ZNF696_1	ZNF3	ZNF696	ENSG00000166526	ENSG00000185730	0.25	0.7142857142857143	1.0	0.5161001121069266	0.37897862940390104	1.0
ZNF3_ZNF696_2	ZNF696	ZNF3	ENSG00000185730	ENSG00000166526	0.25	0.7142857142857143	1.0	0.5161001121069266	0.37897862940390104	1.0
ZNF510_ZNF514_1	ZNF510	ZNF514	ENSG00000081386	ENSG00000144026	1.0	0.6	1.0	0.9682073684515522	0.39637910378046737	1.0
ZNF510_ZNF514_2	ZNF514	ZNF510	ENSG00000144026	ENSG00000081386	1.0	0.6	1.0	0.9682073684515522	0.39637910378046737	1.0
ANPEP_ERAP2_1	ANPEP	ERAP2	ENSG00000166825	ENSG00000164308	0.2222222222222222	0.6	0.25	0.18742697393075947	0.3421014062623556	0.4189762399584666
ANPEP_ERAP2_2	ERAP2	ANPEP	ENSG00000164308	ENSG00000166825	0.2222222222222222	0.6	0.25	0.18742697393075947	0.3421014062623556	0.4189762399584666
ARHGEF19_ARHGEF5_1	ARHGEF19	ARHGEF5	ENSG00000142632	ENSG00000050327	0.13333333333333333	0.4	0.1111111111111111	0.21328687353192702	0.35214803055851945	0.551706962706393
ARHGEF19_ARHGEF5_2	ARHGEF5	ARHGEF19	ENSG00000050327	ENSG00000142632	0.13333333333333333	0.4	0.1111111111111111	0.21328687353192702	0.35214803055851945	0.551706962706393
RAB27A_RAB30_1	RAB27A	RAB30	ENSG00000069974	ENSG00000137502	0.038461538461538464	0.4444444444444444	0.15384615384615385	0.20628879068720665	0.3516449483277064	0.3510841624391492
RAB27A_RAB30_2	RAB30	RAB27A	ENSG00000137502	ENSG00000069974	0.038461538461538464	0.4444444444444444	0.15384615384615385	0.20628879068720665	0.3516449483277064	0.3510841624391492
ZNF37A_ZNF519_1	ZNF37A	ZNF519	ENSG00000075407	ENSG00000175322	1.0	0.8	1.0	0.9682073684515522	0.3814666096678569	1.0
ZNF37A_ZNF519_2	ZNF519	ZNF37A	ENSG00000175322	ENSG00000075407	1.0	0.8	1.0	0.9682073684515522	0.3814666096678569	1.0
DHX40_DHX8_1	DHX40	DHX8	ENSG00000108406	ENSG00000067596	0.0	0.8	0.0	0.0	0.3244206173237811	0.0
DHX40_DHX8_2	DHX8	DHX40	ENSG00000067596	ENSG00000108406	0.0	0.8	0.0	0.0	0.3244206173237811	0.0
ZNF432_ZNF789_1	ZNF432	ZNF789	ENSG00000256087	ENSG00000198556	0.6666666666666666	0.7142857142857143	1.0	0.6615820285942268	0.36040743244142887	0.6608206485771013
ZNF432_ZNF789_2	ZNF789	ZNF432	ENSG00000198556	ENSG00000256087	0.6666666666666666	0.7142857142857143	1.0	0.6615820285942268	0.36040743244142887	0.6608206485771013
RHOU_RND3_1	RHOU	RND3	ENSG00000116574	ENSG00000115963	0.1875	0.6666666666666666	0.5	0.2952985409288086	0.31245179855591526	0.426391836719123
RHOU_RND3_2	RND3	RHOU	ENSG00000115963	ENSG00000116574	0.1875	0.6666666666666666	0.5	0.2952985409288086	0.31245179855591526	0.426391836719123
ZNF45_ZNF606_1	ZNF45	ZNF606	ENSG00000124459	ENSG00000166704	0.3333333333333333	0.4	1.0	0.8645244790069553	0.3600094459847982	0.6608206485771013
ZNF45_ZNF606_2	ZNF606	ZNF45	ENSG00000166704	ENSG00000124459	0.3333333333333333	0.4	1.0	0.8645244790069553	0.3600094459847982	0.6608206485771013
ADAM15_ADAM9_1	ADAM15	ADAM9	ENSG00000143537	ENSG00000168615	0.09302325581395349	0.5454545454545454	0.3333333333333333	0.1296761656964513	0.35694914215915863	0.4060909209914877
ADAM15_ADAM9_2	ADAM9	ADAM15	ENSG00000168615	ENSG00000143537	0.09302325581395349	0.5454545454545454	0.3333333333333333	0.1296761656964513	0.35694914215915863	0.4060909209914877
PARP1_PARP2_1	PARP1	PARP2	ENSG00000143799	ENSG00000129484	0.1111111111111111	0.38235294117647056	0.2777777777777778	0.13186067498221543	0.30775057627498253	0.4085138108907488
PARP1_PARP2_2	PARP2	PARP1	ENSG00000129484	ENSG00000143799	0.1111111111111111	0.38235294117647056	0.2777777777777778	0.13186067498221543	0.30775057627498253	0.4085138108907488
ZNF45_ZNF519_1	ZNF45	ZNF519	ENSG00000124459	ENSG00000175322	0.5	0.4	0.5	0.9682073684515522	0.3831750886556642	0.6608206485771013
ZNF45_ZNF519_2	ZNF519	ZNF45	ENSG00000175322	ENSG00000124459	0.5	0.4	0.5	0.9682073684515522	0.3831750886556642	0.6608206485771013
CCT4_TCP1_1	CCT4	TCP1	ENSG00000115484	ENSG00000120438	0.8181818181818182	0.875	0.5294117647058824	0.2360766232654839	0.3347605754397259	0.3501916621890294
CCT4_TCP1_2	TCP1	CCT4	ENSG00000120438	ENSG00000115484	0.8181818181818182	0.875	0.5294117647058824	0.2360766232654839	0.3347605754397259	0.3501916621890294
RAB32_RAB43_1	RAB32	RAB43	ENSG00000118508	ENSG00000172780	0.13333333333333333	0.375	0.2727272727272727	0.2885699232944405	0.3200590629014603	0.36395776763536775
RAB32_RAB43_2	RAB43	RAB32	ENSG00000172780	ENSG00000118508	0.13333333333333333	0.375	0.2727272727272727	0.2885699232944405	0.3200590629014603	0.36395776763536775
CA12_CA2_1	CA12	CA2	ENSG00000074410	ENSG00000104267	0.07142857142857142	0.5714285714285714	0.1111111111111111	0.1338523170370031	0.38923194503221664	0.4712485436158915
CA12_CA2_2	CA2	CA12	ENSG00000104267	ENSG00000074410	0.07142857142857142	0.5714285714285714	0.1111111111111111	0.1338523170370031	0.38923194503221664	0.4712485436158915
CEP57_CEP57L1_1	CEP57	CEP57L1	ENSG00000166037	ENSG00000183137	0.0	0.5714285714285714	0.4444444444444444	0.2015236790688951	0.5852450455849799	0.404371084366365
CEP57_CEP57L1_2	CEP57L1	CEP57	ENSG00000183137	ENSG00000166037	0.0	0.5714285714285714	0.4444444444444444	0.2015236790688951	0.5852450455849799	0.404371084366365
ZNF592_ZNF687_1	ZNF592	ZNF687	ENSG00000166716	ENSG00000143373	0.3333333333333333	0.6666666666666666	0.25	0.49565946698897184	0.425769963169006	0.49123097286565187
ZNF592_ZNF687_2	ZNF687	ZNF592	ENSG00000143373	ENSG00000166716	0.3333333333333333	0.6666666666666666	0.25	0.49565946698897184	0.425769963169006	0.49123097286565187
ZNF268_ZNF3_1	ZNF268	ZNF3	ENSG00000090612	ENSG00000166526	0.21428571428571427	0.3	0.3333333333333333	0.25833236075556587	0.341569067758116	0.5477608647694684
ZNF268_ZNF3_2	ZNF3	ZNF268	ENSG00000166526	ENSG00000090612	0.21428571428571427	0.3	0.3333333333333333	0.25833236075556587	0.341569067758116	0.5477608647694684
HSBP1_HSBP1L1_1	HSBP1	HSBP1L1	ENSG00000230989	ENSG00000226742	0.4	0.6666666666666666	0.5	0.3280550977511063	0.5519571692515451	0.5041172531312479
HSBP1_HSBP1L1_2	HSBP1L1	HSBP1	ENSG00000226742	ENSG00000230989	0.4	0.6666666666666666	0.5	0.3280550977511063	0.5519571692515451	0.5041172531312479
MAGED2_MAGEF1_1	MAGED2	MAGEF1	ENSG00000102316	ENSG00000177383	0.14285714285714285	1.0	0.14285714285714285	0.13456564676138558	1.0	0.40818196795337564
MAGED2_MAGEF1_2	MAGEF1	MAGED2	ENSG00000177383	ENSG00000102316	0.14285714285714285	1.0	0.14285714285714285	0.13456564676138558	1.0	0.40818196795337564
PPIL3_PPWD1_1	PPIL3	PPWD1	ENSG00000240344	ENSG00000113593	0.8	0.5	0.5	0.4835376068404047	0.47988940905068656	0.42792141007034096
PPIL3_PPWD1_2	PPWD1	PPIL3	ENSG00000113593	ENSG00000240344	0.8	0.5	0.5	0.4835376068404047	0.47988940905068656	0.42792141007034096
ZNF175_ZNF3_1	ZNF175	ZNF3	ENSG00000105497	ENSG00000166526	0.2857142857142857	0.45454545454545453	0.25	0.36205864221786727	0.3158006642317491	0.5199196211545275
ZNF175_ZNF3_2	ZNF3	ZNF175	ENSG00000166526	ENSG00000105497	0.2857142857142857	0.45454545454545453	0.25	0.36205864221786727	0.3158006642317491	0.5199196211545275
FBXO34_FBXO46_1	FBXO34	FBXO46	ENSG00000178974	ENSG00000177051	0.0	1.0	0.0	0.0	1.0	0.0
FBXO34_FBXO46_2	FBXO46	FBXO34	ENSG00000177051	ENSG00000178974	0.0	1.0	0.0	0.0	1.0	0.0
ZFP1_ZNF814_1	ZFP1	ZNF814	ENSG00000184517	ENSG00000204514	0.6666666666666666	0.2857142857142857	1.0	0.869426678973168	0.32208389287217376	1.0
ZFP1_ZNF814_2	ZNF814	ZFP1	ENSG00000204514	ENSG00000184517	0.6666666666666666	0.2857142857142857	1.0	0.869426678973168	0.32208389287217376	1.0
COMT_LRTOMT_1	COMT	LRTOMT	ENSG00000093010	ENSG00000284922	0.10714285714285714	0.6666666666666666	0.25	0.15728849536351214	0.4476145650511148	0.43778353003809395
COMT_LRTOMT_2	LRTOMT	COMT	ENSG00000284922	ENSG00000093010	0.10714285714285714	0.6666666666666666	0.25	0.15728849536351214	0.4476145650511148	0.43778353003809395
ZNF45_ZNF74_1	ZNF45	ZNF74	ENSG00000124459	ENSG00000185252	0.5	0.3333333333333333	0.6666666666666666	0.9682073684515522	0.3811208027944231	0.554013062823954
ZNF45_ZNF74_2	ZNF74	ZNF45	ENSG00000185252	ENSG00000124459	0.5	0.3333333333333333	0.6666666666666666	0.9682073684515522	0.3811208027944231	0.554013062823954
ZNF16_ZNF696_1	ZNF16	ZNF696	ENSG00000170631	ENSG00000185730	0.1	0.6666666666666666	0.3333333333333333	0.23005508882061915	0.38978995143803596	0.5860123958213025
ZNF16_ZNF696_2	ZNF696	ZNF16	ENSG00000185730	ENSG00000170631	0.1	0.6666666666666666	0.3333333333333333	0.23005508882061915	0.38978995143803596	0.5860123958213025
STARD4_STARD5_1	STARD4	STARD5	ENSG00000164211	ENSG00000172345	0.3333333333333333	0.75	0.25	0.4826300504174174	0.45348077531225056	0.5452226159907421
STARD4_STARD5_2	STARD5	STARD4	ENSG00000172345	ENSG00000164211	0.3333333333333333	0.75	0.25	0.4826300504174174	0.45348077531225056	0.5452226159907421
ZNF605_ZNF629_1	ZNF605	ZNF629	ENSG00000196458	ENSG00000102870	0.3333333333333333	0.5	1.0	0.820036334233976	0.36142858294795255	1.0
ZNF605_ZNF629_2	ZNF629	ZNF605	ENSG00000102870	ENSG00000196458	0.3333333333333333	0.5	1.0	0.820036334233976	0.36142858294795255	1.0
PHC1_PHC3_1	PHC1	PHC3	ENSG00000111752	ENSG00000173889	0.25	1.0	0.7142857142857143	0.26947216974605964	0.5012032024146191	0.38517343214789346
PHC1_PHC3_2	PHC3	PHC1	ENSG00000173889	ENSG00000111752	0.25	1.0	0.7142857142857143	0.26947216974605964	0.5012032024146191	0.38517343214789346
MRPS12_RPS23_1	MRPS12	RPS23	ENSG00000128626	ENSG00000186468	0.16666666666666666	1.0	0.15789473684210525	0.5582760915281936	0.5222824028444637	0.30556735541959085
MRPS12_RPS23_2	RPS23	MRPS12	ENSG00000186468	ENSG00000128626	0.16666666666666666	1.0	0.15789473684210525	0.5582760915281936	0.5222824028444637	0.30556735541959085
ZNF195_ZNF432_1	ZNF195	ZNF432	ENSG00000005801	ENSG00000256087	0.6666666666666666	0.5	0.5	0.6615820285942268	0.32934554167943597	0.6608206485771013
ZNF195_ZNF432_2	ZNF432	ZNF195	ENSG00000256087	ENSG00000005801	0.6666666666666666	0.5	0.5	0.6615820285942268	0.32934554167943597	0.6608206485771013
ZNF317_ZNF606_1	ZNF317	ZNF606	ENSG00000130803	ENSG00000166704	0.6666666666666666	0.5	0.5	0.869426678973168	0.35869567834502203	0.6608206485771013
ZNF317_ZNF606_2	ZNF606	ZNF317	ENSG00000166704	ENSG00000130803	0.6666666666666666	0.5	0.5	0.869426678973168	0.35869567834502203	0.6608206485771013
TMTC3_TMTC4_1	TMTC3	TMTC4	ENSG00000139324	ENSG00000125247	0.25	0.8	1.0	0.22315090529904158	0.5027547985806621	0.6608206485771013
TMTC3_TMTC4_2	TMTC4	TMTC3	ENSG00000125247	ENSG00000139324	0.25	0.8	1.0	0.22315090529904158	0.5027547985806621	0.6608206485771013
ZNF275_ZNF286A_1	ZNF275	ZNF286A	ENSG00000063587	ENSG00000187607	0.5	1.0	0.5	0.9682073684515522	0.39024504294348406	0.6608206485771013
ZNF275_ZNF286A_2	ZNF286A	ZNF275	ENSG00000187607	ENSG00000063587	0.5	1.0	0.5	0.9682073684515522	0.39024504294348406	0.6608206485771013
RGS12_RGS14_1	RGS12	RGS14	ENSG00000159788	ENSG00000169220	0.18181818181818182	0.4	0.2857142857142857	0.3163698276412618	0.3216428959061236	0.3987079808217071
RGS12_RGS14_2	RGS14	RGS12	ENSG00000169220	ENSG00000159788	0.18181818181818182	0.4	0.2857142857142857	0.3163698276412618	0.3216428959061236	0.3987079808217071
ZNF226_ZNF606_1	ZNF226	ZNF606	ENSG00000167380	ENSG00000166704	1.0	1.0	0.5	0.8400322970968676	0.3879431324265579	0.6608206485771013
ZNF226_ZNF606_2	ZNF606	ZNF226	ENSG00000166704	ENSG00000167380	1.0	1.0	0.5	0.8400322970968676	0.3879431324265579	0.6608206485771013
SIK2_SIK3_1	SIK2	SIK3	ENSG00000170145	ENSG00000160584	0.15384615384615385	0.875	0.2	0.19322638078436657	0.3867316120230451	0.528101330016094
SIK2_SIK3_2	SIK3	SIK2	ENSG00000160584	ENSG00000170145	0.15384615384615385	0.875	0.2	0.19322638078436657	0.3867316120230451	0.528101330016094
ZNF121_ZNF655_1	ZNF121	ZNF655	ENSG00000197961	ENSG00000197343	0.3333333333333333	0.8333333333333334	0.3333333333333333	0.6799366958483636	0.37935104222329386	0.5860123958213025
ZNF121_ZNF655_2	ZNF655	ZNF121	ENSG00000197343	ENSG00000197961	0.3333333333333333	0.8333333333333334	0.3333333333333333	0.6799366958483636	0.37935104222329386	0.5860123958213025
ZNF3_ZNF655_1	ZNF3	ZNF655	ENSG00000166526	ENSG00000197343	0.4	0.4444444444444444	0.3333333333333333	0.3705108784572047	0.36219401369108484	0.5860123958213025
ZNF3_ZNF655_2	ZNF655	ZNF3	ENSG00000197343	ENSG00000166526	0.4	0.4444444444444444	0.3333333333333333	0.3705108784572047	0.36219401369108484	0.5860123958213025
